rank,homepage_url,num_funding_rounds,total_funding_usd,email,phone,facebook_url,linkedin_url,twitter_url,logo_url,days_since_founding,days_since_last_funding,status_acquired,status_closed,status_ipo,status_operating,category_groups_list_Energy,category_groups_list_Sustainability,employee_count_1-10,employee_count_11-50,employee_count_51-100
815128,1,0,0,1,1,1,1,1,1,5353.0,0.0,0,0,0,1,0,1,0,1,0
2679940,1,0,0,1,1,1,0,1,1,12293.0,0.0,0,1,0,0,0,1,0,1,0
768269,1,1,0,1,1,1,1,1,1,6084.0,4921.0,0,0,0,1,0,1,0,1,0
711158,1,1,1200000,0,1,0,0,0,1,6084.0,5894.0,0,0,0,1,1,0,1,0,0
2801528,1,0,0,1,1,1,1,1,1,4258.0,0.0,0,1,0,0,1,0,0,1,0
470122,1,0,0,1,1,0,1,0,1,5628.0,0.0,0,0,0,1,0,1,0,0,1
1243409,1,1,3440000,0,0,0,0,0,0,7545.0,6022.0,0,0,0,1,0,1,0,0,1
2409201,1,0,0,0,0,1,0,1,1,0.0,0.0,0,0,0,1,0,1,1,0,0
1007311,1,0,0,1,1,0,0,0,1,5353.0,0.0,0,0,0,1,0,1,1,0,0
1563496,1,0,0,1,0,1,0,0,1,0.0,0.0,0,0,0,1,1,0,1,0,0
922175,1,0,0,1,1,1,1,0,1,4258.0,0.0,0,0,0,1,0,1,1,0,0
192254,1,1,568137,0,0,1,0,1,1,7180.0,1618.0,0,0,0,1,0,1,1,0,0
1843030,1,0,0,0,1,0,0,1,1,0.0,0.0,0,0,0,1,0,1,1,0,0
2428041,1,0,0,1,1,0,1,0,1,4623.0,0.0,0,1,0,0,0,1,1,0,0
663350,1,0,0,1,1,0,1,0,1,28364.0,0.0,0,0,0,1,1,0,0,0,1
1217415,1,0,0,1,0,1,1,1,1,4623.0,0.0,0,0,0,1,1,0,1,0,0
2104558,1,0,0,0,0,0,1,1,1,43161.0,0.0,0,0,0,1,1,0,1,0,0
771247,1,0,0,1,1,0,1,1,0,4988.0,0.0,0,0,0,1,1,0,1,0,0
529662,1,0,0,1,1,1,1,1,1,7180.0,0.0,1,0,0,0,0,1,0,1,0
2502252,1,0,0,0,0,0,1,0,1,9736.0,0.0,1,0,0,0,0,1,0,1,0
169497,1,0,0,0,1,1,1,1,1,7545.0,0.0,0,0,0,1,1,0,0,0,1
806465,1,0,0,0,0,0,1,0,1,3892.0,0.0,0,0,0,1,1,0,1,0,0
2387847,1,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,1,1,0,1,0,0
2731916,1,0,0,1,0,1,1,0,1,4623.0,0.0,0,0,0,1,1,0,1,0,0
2452233,1,0,0,0,0,1,0,1,1,0.0,0.0,0,0,0,1,1,0,1,0,0
697569,1,0,0,1,1,1,1,1,1,7910.0,0.0,1,0,0,0,1,0,0,0,1
66418,1,2,237000000,1,1,0,1,0,1,9371.0,277.0,0,0,1,0,1,0,0,1,0
1492241,1,0,0,0,0,1,1,1,1,0.0,0.0,0,0,0,1,0,1,1,0,0
1166909,1,0,0,0,1,0,1,0,1,9736.0,0.0,0,0,1,0,1,0,0,1,0
1524779,1,0,0,1,1,0,0,0,1,14485.0,0.0,0,0,1,0,1,0,1,0,0
524192,1,0,0,1,1,0,1,0,1,14119.0,0.0,0,0,1,0,1,0,0,1,0
935374,1,0,0,1,1,1,1,1,1,0.0,0.0,0,0,1,0,1,0,1,0,0
1123391,1,0,0,1,1,1,1,1,1,6449.0,0.0,0,0,1,0,1,0,0,1,0
2174545,1,0,0,1,1,1,1,1,1,10832.0,0.0,0,1,0,0,0,1,1,0,0
1037909,1,1,1200000,0,0,0,0,0,1,9371.0,8693.0,0,0,0,1,1,0,1,0,0
1698939,1,0,0,0,0,1,1,1,1,3358.0,0.0,0,0,0,1,0,1,0,1,0
74393,1,2,38240263,1,1,0,1,0,1,5353.0,1180.0,0,0,1,0,1,0,0,0,1
1177160,1,0,0,1,1,0,1,1,1,15866.0,0.0,0,0,1,0,1,0,1,0,0
172380,1,0,0,1,1,1,1,1,1,6084.0,0.0,1,0,0,0,1,0,0,1,0
568413,1,0,0,1,1,0,0,0,1,7180.0,0.0,0,1,0,0,1,0,1,0,0
1050422,1,0,0,1,1,1,1,1,1,6197.0,0.0,0,0,0,1,0,1,0,1,0
125905,1,1,14653370,1,1,0,1,0,1,21059.0,386.0,0,0,1,0,1,0,0,1,0
906392,1,0,0,1,1,0,0,0,1,13389.0,0.0,0,0,1,0,1,0,1,0,0
680545,1,0,0,1,1,0,0,0,1,15215.0,0.0,0,0,1,0,1,0,0,0,1
1723586,1,0,0,1,1,1,0,1,1,0.0,0.0,0,0,0,1,1,0,1,0,0
1366320,1,0,0,0,1,1,1,1,1,5353.0,0.0,0,0,0,1,0,1,0,1,0
2522338,1,0,0,1,1,1,0,1,1,5353.0,0.0,0,0,0,1,0,1,1,0,0
1755134,1,0,0,1,1,0,1,0,1,10102.0,0.0,0,0,0,1,1,0,0,1,0
2152283,1,1,0,1,0,0,1,1,1,4988.0,2863.0,0,0,0,1,1,0,1,0,0
1450811,1,0,0,1,1,1,0,1,0,33112.0,0.0,0,0,0,1,0,1,1,0,0
1702112,1,0,0,1,1,1,1,1,1,3892.0,0.0,0,0,0,1,0,1,1,0,0
254561,1,1,0,1,1,1,1,1,1,10620.0,5705.0,0,0,1,0,0,1,0,1,0
176598,1,1,206912,1,0,0,0,0,1,3162.0,2915.0,0,0,0,1,0,1,1,0,0
1013086,1,0,0,1,1,1,1,1,1,5110.0,0.0,0,0,0,1,0,1,1,0,0
1344833,1,0,0,0,0,0,0,0,0,3892.0,0.0,0,1,0,0,1,0,1,0,0
608145,1,0,0,1,1,1,1,1,1,6084.0,0.0,0,0,0,1,1,0,0,1,0
1194532,1,0,0,1,1,1,1,1,1,6814.0,0.0,0,0,1,0,0,1,0,1,0
2131894,1,0,0,1,1,1,1,1,1,11928.0,0.0,0,0,0,1,0,1,0,1,0
29391,1,2,23000000,1,1,1,1,1,1,4988.0,531.0,0,0,0,1,0,1,0,1,0
1349079,1,1,0,1,1,1,1,1,1,4988.0,1072.0,1,0,0,0,1,0,0,1,0
356085,1,0,0,1,1,1,1,1,1,7180.0,0.0,0,0,0,1,0,1,0,1,0
2321712,1,0,0,1,1,1,0,1,1,0.0,0.0,0,0,0,1,1,0,0,0,1
1538839,1,0,0,1,1,0,0,0,1,0.0,0.0,0,0,0,1,1,0,1,0,0
2545896,1,0,0,1,1,0,1,0,1,5719.0,0.0,0,0,0,1,1,0,0,1,0
466200,1,0,0,0,1,1,1,1,1,5719.0,0.0,0,0,0,1,1,0,0,1,0
1479612,1,0,0,1,1,1,1,0,1,4258.0,0.0,0,0,0,1,1,0,1,0,0
2778658,1,0,0,1,1,1,1,1,1,4258.0,0.0,0,0,0,1,1,0,1,0,0
1252129,1,0,0,1,1,1,1,1,1,5719.0,0.0,0,0,0,1,1,0,1,0,0
1091278,1,0,0,1,1,1,1,1,1,0.0,0.0,0,0,0,1,1,0,0,1,0
549790,1,0,0,1,1,1,1,1,1,7910.0,0.0,0,0,0,1,0,1,0,0,1
2172199,1,0,0,1,1,1,1,1,1,6814.0,0.0,0,0,0,1,1,0,0,1,0
830797,1,0,0,0,1,0,0,0,1,6814.0,0.0,0,1,0,0,0,1,1,0,0
1685909,1,1,0,1,1,1,1,1,1,4623.0,3505.0,0,0,0,1,0,1,1,0,0
539090,1,0,0,1,0,1,0,1,1,4988.0,0.0,0,0,0,1,0,1,1,0,0
933718,1,1,50000,1,1,1,1,1,1,4623.0,4541.0,0,0,0,1,0,1,0,1,0
2635874,1,0,0,1,1,0,0,0,1,0.0,0.0,0,0,0,1,1,0,1,0,0
995530,1,0,0,1,1,1,1,1,1,43162.0,0.0,0,0,0,1,0,1,0,1,0
2683941,1,0,0,0,1,1,1,0,1,15946.0,0.0,1,0,0,0,1,0,0,1,0
1038318,1,0,0,1,0,1,1,1,1,5719.0,0.0,0,0,0,1,1,0,1,0,0
742493,1,0,0,1,1,1,1,1,1,1245.0,0.0,0,0,0,1,0,1,1,0,0
1065748,1,0,0,1,1,1,1,1,1,6814.0,0.0,0,0,0,1,0,1,1,0,0
729454,1,0,0,1,1,1,1,1,1,6449.0,0.0,0,0,0,1,1,0,1,0,0
888477,1,0,0,1,1,1,1,1,1,7180.0,0.0,0,0,0,1,1,0,0,1,0
904084,1,0,0,1,1,1,1,1,1,5353.0,0.0,0,0,0,1,0,1,0,1,0
421747,1,0,0,1,1,1,1,1,1,9736.0,0.0,0,0,0,1,1,0,0,0,1
2511408,1,0,0,0,0,1,0,1,0,4623.0,0.0,0,0,0,1,1,0,1,0,0
2182365,1,0,0,1,1,1,1,1,1,7180.0,0.0,0,0,0,1,1,0,1,0,0
2150377,1,0,0,1,1,1,1,1,1,4763.0,0.0,0,0,0,1,0,1,0,1,0
74259,1,2,7000000,1,1,1,1,1,1,6449.0,428.0,0,0,0,1,0,1,0,0,1
2886328,1,0,0,1,1,0,0,0,0,4988.0,0.0,0,0,0,1,0,1,1,0,0
773647,1,0,0,0,1,1,1,1,1,8275.0,0.0,0,1,0,0,1,0,0,1,0
1230807,1,0,0,1,1,1,1,1,1,10832.0,0.0,0,0,0,1,1,0,0,1,0
115275,1,2,190333,1,1,1,1,1,1,4623.0,1585.0,0,0,0,1,1,0,1,0,0
2242620,1,0,0,1,1,0,0,0,0,5353.0,0.0,0,1,0,0,1,0,1,0,0
151046,1,2,1256530,1,1,1,1,1,1,6814.0,2317.0,0,0,0,1,0,1,0,1,0
1673976,1,0,0,1,1,0,1,1,1,5719.0,0.0,0,1,0,0,1,0,0,1,0
771170,1,0,0,1,0,0,0,0,1,4258.0,0.0,0,0,0,1,0,1,0,1,0
2380678,1,0,0,1,1,1,1,1,1,4623.0,0.0,0,0,0,1,1,0,0,1,0
1745783,1,0,0,1,1,1,1,1,1,4258.0,0.0,0,0,0,1,0,1,0,1,0
772246,1,0,0,1,1,1,1,1,1,6449.0,0.0,0,0,0,1,1,0,0,0,1
2315142,1,0,0,1,1,0,0,0,0,5719.0,0.0,0,1,0,0,1,0,0,0,1
2042412,1,0,0,1,1,1,1,1,1,9736.0,0.0,0,0,0,1,0,1,0,1,0
2698200,0,0,0,1,1,0,0,0,1,6084.0,0.0,0,0,0,1,0,1,1,0,0
990696,1,0,0,0,1,0,0,0,1,34573.0,0.0,0,1,0,0,1,0,0,1,0
2822578,1,0,0,1,1,1,0,0,1,0.0,0.0,0,1,0,0,1,0,0,1,0
1631214,1,0,0,1,1,1,0,1,1,5131.0,0.0,0,0,0,1,1,0,0,1,0
114707,1,2,220000,0,0,1,1,1,1,3892.0,2716.0,0,0,0,1,0,1,1,0,0
388300,1,0,0,1,1,0,1,1,1,18943.0,0.0,0,0,1,0,1,0,0,0,1
1105835,1,0,0,1,1,1,1,1,1,8275.0,0.0,1,0,0,0,1,0,0,1,0
2482092,1,0,0,1,1,1,1,0,1,0.0,0.0,0,0,0,1,1,0,1,0,0
2005323,1,0,0,1,1,1,0,1,0,5353.0,0.0,0,0,0,1,1,0,0,1,0
250041,1,0,0,1,1,0,1,0,1,3162.0,0.0,0,0,0,1,1,0,0,1,0
2810578,1,0,0,1,1,1,0,0,1,3802.0,0.0,0,1,0,0,1,0,0,1,0
403399,1,0,0,1,1,1,1,1,1,9006.0,0.0,1,0,0,0,1,0,0,1,0
353631,1,0,0,0,1,0,1,0,1,7180.0,0.0,1,0,0,0,1,0,1,0,0
1453673,0,1,7500000,0,0,0,0,0,1,11563.0,9736.0,1,0,0,0,0,1,0,1,0
685122,1,0,0,1,1,0,1,0,1,13389.0,0.0,1,0,0,0,0,1,1,0,0
2661671,1,0,0,1,1,0,0,0,1,0.0,0.0,0,1,0,0,1,0,1,0,0
402228,1,0,0,1,1,0,1,0,1,5353.0,0.0,1,0,0,0,1,0,0,1,0
246038,1,0,0,1,1,1,1,1,1,27268.0,0.0,0,0,0,1,0,1,0,0,1
2404326,1,0,0,1,1,0,0,0,0,0.0,0.0,0,0,0,1,1,0,0,1,0
697680,1,0,0,1,1,1,1,1,1,14149.0,0.0,0,0,0,1,1,0,0,1,0
154015,1,1,0,0,1,1,1,0,1,8275.0,2951.0,1,0,0,0,0,1,0,1,0
2677444,1,0,0,1,1,1,1,1,1,3215.0,0.0,0,0,0,1,0,1,0,1,0
2222380,1,0,0,0,0,1,1,1,1,3162.0,0.0,0,1,0,0,1,0,0,1,0
868082,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,1,1,0,0,1,0
1021587,1,0,0,1,1,0,1,0,1,6084.0,0.0,0,0,0,1,1,0,0,0,1
701837,1,0,0,0,1,0,1,0,0,7910.0,0.0,0,0,0,1,0,1,0,0,1
1451960,1,0,0,0,1,0,1,0,0,6084.0,0.0,0,0,0,1,0,1,1,0,0
1661282,1,0,0,0,1,0,0,0,0,12658.0,0.0,0,0,0,1,0,1,1,0,0
405668,1,0,0,0,1,1,1,1,1,30556.0,0.0,0,0,0,1,0,1,0,0,1
799808,1,0,0,0,1,1,1,1,1,6814.0,0.0,0,0,0,1,1,0,0,1,0
1674686,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,1,1,0,0,1,0
2340541,1,0,0,0,1,1,0,1,1,16311.0,0.0,0,1,0,0,0,1,1,0,0
2157223,1,0,0,1,1,1,1,1,1,9371.0,0.0,0,0,1,0,1,0,1,0,0
474729,1,0,0,0,1,0,1,0,1,10832.0,0.0,0,0,0,1,1,0,0,0,1
2060209,1,0,0,0,1,0,1,0,1,0.0,0.0,0,0,0,1,1,0,1,0,0
1789265,1,0,0,1,1,0,1,0,1,9006.0,0.0,0,0,0,1,1,0,1,0,0
847306,1,0,0,1,1,0,1,1,1,4623.0,0.0,0,0,0,1,1,0,0,1,0
2805413,1,0,0,1,1,1,1,1,1,4988.0,0.0,0,0,0,1,1,0,1,0,0
2473925,1,0,0,0,0,1,0,1,0,0.0,0.0,0,0,0,1,1,0,1,0,0
561785,1,1,0,1,1,1,1,1,1,3151.0,2919.0,0,0,0,1,1,0,1,0,0
1095408,1,0,0,1,1,1,1,1,1,3223.0,0.0,0,0,0,1,1,0,1,0,0
1875964,1,0,0,1,1,1,0,0,1,10535.0,0.0,0,0,0,1,0,1,0,0,1
736485,1,0,0,1,1,1,1,1,1,6084.0,0.0,0,0,0,1,0,1,1,0,0
177015,1,0,0,0,1,1,1,1,1,3527.0,0.0,1,0,0,0,1,0,1,0,0
298820,1,0,0,1,1,0,1,1,1,2913.0,0.0,0,0,0,1,1,0,1,0,0
357002,1,0,0,1,1,1,1,1,1,17772.0,0.0,0,0,0,1,1,0,0,0,1
297107,1,0,0,1,1,0,1,0,1,11563.0,0.0,0,0,0,1,1,0,0,0,1
2018745,1,0,0,0,0,0,0,0,0,4258.0,0.0,0,1,0,0,1,0,0,0,1
2233786,1,0,0,1,1,1,0,1,1,0.0,0.0,0,0,0,1,1,0,1,0,0
2448691,1,0,0,1,1,0,1,0,1,9371.0,0.0,0,1,0,0,0,1,0,0,1
1321590,1,0,0,1,0,1,1,1,1,11928.0,0.0,0,0,0,1,1,0,0,1,0
974283,1,0,0,0,1,0,1,0,1,6814.0,0.0,0,0,0,1,1,0,0,1,0
1255277,1,0,0,1,0,0,1,0,0,0.0,0.0,0,0,0,1,1,0,0,1,0
1418804,1,0,0,1,1,0,0,0,0,0.0,0.0,0,0,0,1,1,0,0,1,0
1821202,1,0,0,1,0,1,1,1,1,3527.0,0.0,0,0,0,1,1,0,0,1,0
2048856,1,0,0,1,1,1,1,1,1,11197.0,0.0,1,0,0,0,1,0,0,0,1
592848,1,0,0,0,0,0,1,1,1,14850.0,0.0,1,0,0,0,1,0,0,0,1
260646,1,0,0,1,1,0,1,0,1,8275.0,0.0,0,0,0,1,1,0,0,0,1
1538727,1,0,0,1,1,0,1,1,1,18137.0,0.0,0,0,0,1,1,0,0,1,0
2709056,1,0,0,0,1,1,0,0,1,3103.0,0.0,0,1,0,0,0,1,1,0,0
94879,1,2,39946,1,1,1,1,1,1,2534.0,667.0,0,0,0,1,0,1,0,1,0
421674,1,0,0,1,1,0,1,1,1,14119.0,0.0,0,0,0,1,1,0,0,1,0
866521,1,0,0,1,1,0,1,0,1,4988.0,0.0,0,0,0,1,0,1,1,0,0
493232,1,0,0,1,1,1,1,1,1,3527.0,0.0,0,0,0,1,1,0,0,1,0
2801921,0,1,0,0,0,0,0,0,1,0.0,2482.0,0,0,0,1,1,0,1,0,0
1492740,1,0,0,1,1,0,1,0,1,0.0,0.0,0,0,0,1,0,1,1,0,0
458336,1,3,0,1,1,1,1,0,1,2797.0,2097.0,0,0,0,1,1,0,0,1,0
119417,1,1,1092913,0,1,0,1,0,1,3162.0,2814.0,0,0,0,1,0,1,1,0,0
767370,1,0,0,0,0,0,0,0,0,14485.0,0.0,1,0,0,0,1,0,1,0,0
2149938,1,0,0,1,1,0,0,0,1,5719.0,0.0,0,1,0,0,1,0,1,0,0
1048750,1,0,0,1,1,0,1,0,1,4988.0,0.0,0,0,0,1,1,0,1,0,0
2649397,1,0,0,0,1,0,0,0,0,4988.0,0.0,1,0,0,0,1,0,0,1,0
878553,1,0,0,1,1,0,1,0,1,6814.0,0.0,1,0,0,0,1,0,1,0,0
2294253,1,1,0,1,0,0,0,0,1,0.0,2806.0,0,0,0,1,0,1,1,0,0
394535,1,0,0,0,1,0,0,0,1,27999.0,0.0,0,1,0,0,1,0,0,1,0
971979,1,0,0,0,0,0,1,0,0,6814.0,0.0,1,0,0,0,1,0,0,1,0
684633,1,0,0,1,1,0,0,0,1,22520.0,0.0,0,1,0,0,0,1,0,1,0
579375,1,1,0,0,1,0,1,0,1,12222.0,2444.0,0,0,0,1,1,0,0,1,0
1856041,1,1,0,0,0,0,1,0,1,8489.0,2302.0,1,0,0,0,1,0,1,0,0
2014859,1,0,0,1,1,0,1,0,1,13024.0,0.0,1,0,0,0,1,0,0,1,0
1610781,1,0,0,1,1,0,1,1,1,6084.0,0.0,1,0,0,0,1,0,1,0,0
2478234,1,1,0,1,1,0,0,0,1,6449.0,4649.0,0,0,0,1,1,0,0,1,0
1583465,1,0,0,1,0,0,0,0,1,7545.0,0.0,0,0,0,1,1,0,0,1,0
614194,1,1,0,0,0,1,0,1,1,3162.0,2694.0,0,0,0,1,1,0,0,1,0
344623,1,1,294118,0,1,1,1,1,1,4988.0,3840.0,0,0,0,1,0,1,0,1,0
1144599,1,0,0,0,1,1,1,1,1,0.0,0.0,0,0,0,1,1,0,1,0,0
122324,1,1,195000000,0,0,0,1,0,1,6814.0,2399.0,0,0,0,1,1,0,0,0,1
33917,1,1,8018885,0,0,1,1,1,1,7576.0,1950.0,0,0,0,1,1,0,0,1,0
898515,1,0,0,0,1,0,1,0,1,24346.0,0.0,1,0,0,0,0,1,0,0,1
65478,1,4,5742000,1,0,1,1,1,1,3468.0,1723.0,1,0,0,0,0,1,0,1,0
2060295,1,0,0,1,1,1,1,1,1,6814.0,0.0,0,0,0,1,0,1,1,0,0
1788274,1,0,0,1,1,0,1,0,1,4258.0,0.0,0,0,0,1,1,0,1,0,0
1240522,1,1,25000,1,1,0,0,0,1,6449.0,6553.0,0,0,0,1,1,0,1,0,0
2747770,1,1,17196,0,0,0,0,0,0,11928.0,5629.0,0,0,0,1,1,0,1,0,0
60144,1,4,770116868,1,1,0,1,0,1,4623.0,554.0,0,0,1,0,1,0,0,1,0
2277153,1,0,0,0,1,0,1,0,1,0.0,0.0,0,0,0,1,1,0,0,1,0
144543,1,3,1153915,0,0,0,0,0,0,9006.0,2995.0,0,0,0,1,1,0,0,1,0
121667,1,2,1260000,1,1,0,0,0,1,8825.0,2828.0,0,0,0,1,1,0,0,1,0
1269641,1,0,0,0,0,1,1,1,1,44800.0,0.0,0,0,0,1,1,0,1,0,0
637484,1,0,0,0,0,0,1,0,1,44435.0,0.0,0,0,0,1,1,0,0,1,0
1235412,1,0,0,1,1,1,1,0,1,13754.0,0.0,0,0,0,1,1,0,0,1,0
1958998,1,0,0,1,1,0,1,0,1,3162.0,0.0,0,0,0,1,1,0,1,0,0
1720102,1,1,0,1,0,1,1,1,1,3162.0,2371.0,0,0,0,1,0,1,1,0,0
1007963,1,0,0,0,0,1,1,0,1,3892.0,0.0,0,0,0,1,1,0,1,0,0
2730706,1,0,0,1,1,0,1,0,1,10102.0,0.0,1,0,0,0,1,0,1,0,0
690879,1,0,0,0,1,1,1,1,1,21424.0,0.0,0,0,0,1,0,1,1,0,0
1457303,1,0,0,0,1,0,1,0,0,25077.0,0.0,1,0,0,0,0,1,1,0,0
2686255,1,1,0,0,0,0,0,0,1,0.0,4092.0,0,1,0,0,1,0,1,0,0
2126236,1,0,0,0,0,0,1,0,1,2431.0,0.0,0,0,0,1,0,1,1,0,0
2731620,1,1,0,0,0,0,1,0,1,3527.0,2324.0,0,0,0,1,1,0,0,1,0
609275,1,1,0,1,1,0,1,0,1,2797.0,2322.0,1,0,0,0,1,0,1,0,0
21503,1,4,48835823,1,1,1,1,0,1,3527.0,573.0,0,0,0,1,1,0,0,1,0
1914075,1,0,0,1,1,0,1,0,1,7545.0,0.0,1,0,0,0,1,0,1,0,0
330184,1,0,0,0,0,1,1,0,1,2431.0,0.0,1,0,0,0,0,1,0,1,0
1358359,1,0,0,1,1,0,1,0,1,7545.0,0.0,1,0,0,0,0,1,0,1,0
1643382,1,0,0,1,1,1,1,1,1,8567.0,0.0,0,0,0,1,1,0,1,0,0
2052651,1,0,0,0,1,1,1,1,1,11314.0,0.0,0,0,0,1,1,0,1,0,0
1133684,1,0,0,1,1,0,1,0,1,3892.0,0.0,1,0,0,0,1,0,1,0,0
2191104,0,0,0,0,1,0,0,0,0,0.0,0.0,1,0,0,0,1,0,0,1,0
1426716,1,0,0,0,0,0,0,0,0,22155.0,0.0,1,0,0,0,0,1,0,1,0
1955029,1,0,0,1,1,0,1,0,1,0.0,0.0,1,0,0,0,0,1,0,1,0
1955051,1,0,0,0,1,0,0,0,0,8275.0,0.0,0,1,0,0,1,0,0,1,0
1109063,0,0,0,0,1,0,0,0,0,9736.0,0.0,0,0,0,1,1,0,0,1,0
611549,1,0,0,0,0,0,1,1,1,7545.0,0.0,0,0,0,1,1,0,0,1,0
2065049,1,0,0,0,1,0,1,0,1,4988.0,0.0,1,0,0,0,1,0,0,1,0
1125814,1,0,0,1,1,1,1,1,1,0.0,0.0,0,0,0,1,0,1,1,0,0
2129566,1,0,0,1,1,0,0,1,1,0.0,0.0,0,0,0,1,0,1,1,0,0
1113050,1,1,0,0,0,0,1,0,1,4988.0,2268.0,0,0,0,1,1,0,0,0,1
1499134,1,1,0,0,0,0,1,1,1,3162.0,2317.0,0,0,0,1,0,1,1,0,0
228441,1,1,25000,0,1,1,1,1,1,3162.0,3030.0,0,0,0,1,1,0,0,1,0
54968,1,3,1102244,1,1,0,1,0,1,2797.0,733.0,0,0,0,1,0,1,0,1,0
999161,1,1,0,1,1,1,0,0,1,7545.0,3193.0,0,0,0,1,1,0,0,0,1
693113,1,0,0,1,1,0,0,0,1,10102.0,0.0,0,1,0,0,1,0,0,1,0
405842,1,0,0,0,1,0,1,0,1,19233.0,0.0,1,0,0,0,0,1,0,1,0
2561167,1,1,0,1,1,1,0,1,1,0.0,2905.0,0,0,0,1,0,1,1,0,0
1098144,1,1,0,0,1,0,1,0,1,6814.0,4564.0,0,0,0,1,1,0,0,1,0
2323460,1,0,0,1,1,1,1,1,1,7545.0,0.0,0,0,0,1,1,0,0,1,0
1726877,1,0,0,0,1,0,1,1,1,4988.0,0.0,0,0,0,1,1,0,0,1,0
1106582,1,1,0,0,0,0,1,0,1,4623.0,2933.0,0,0,0,1,1,0,0,0,1
1537291,1,0,0,1,1,0,1,1,1,0.0,0.0,0,0,0,1,1,0,0,1,0
24705,1,7,42200000,1,1,0,1,0,1,2372.0,346.0,0,0,1,0,1,0,0,1,0
1587652,1,0,0,1,1,0,1,0,0,0.0,0.0,0,0,0,1,1,0,1,0,0
374805,1,0,0,0,1,0,1,0,1,30921.0,0.0,0,0,0,1,0,1,0,0,1
2882935,1,1,0,0,0,0,1,1,1,6084.0,5353.0,0,0,0,1,0,1,1,0,0
171663,1,1,145935,1,0,1,1,1,1,2341.0,2676.0,0,0,0,1,0,1,1,0,0
367566,1,0,0,0,1,0,1,0,1,11563.0,0.0,0,1,0,0,0,1,0,0,1
2167146,1,0,0,1,1,0,1,0,1,3892.0,0.0,0,0,0,1,0,1,1,0,0
1640676,1,2,0,1,1,1,1,1,1,3892.0,2198.0,0,1,0,0,1,0,1,0,0
918853,1,0,0,0,1,0,1,0,0,9371.0,0.0,1,0,0,0,0,1,0,0,1
2678652,1,0,0,0,1,1,1,1,1,0.0,0.0,0,0,0,1,0,1,0,1,0
1272837,1,0,0,1,1,1,1,1,1,6449.0,0.0,0,0,0,1,0,1,0,1,0
512432,1,1,0,1,1,1,1,0,1,7180.0,2703.0,0,0,0,1,1,0,0,0,1
447997,1,0,0,1,1,1,1,1,1,2431.0,0.0,0,0,0,1,0,1,1,0,0
2582689,1,0,0,1,0,0,1,1,1,5719.0,0.0,0,0,0,1,0,1,0,1,0
1419235,1,0,0,1,0,0,1,0,1,2431.0,0.0,0,1,0,0,0,1,1,0,0
374721,1,0,0,1,1,0,1,1,1,3527.0,0.0,1,0,0,0,1,0,0,1,0
313744,1,0,0,1,1,1,1,1,1,21424.0,0.0,1,0,0,0,1,0,0,0,1
1048525,1,0,0,0,1,1,1,1,1,20694.0,0.0,0,0,0,1,0,1,1,0,0
1892649,1,0,0,0,0,0,1,0,0,0.0,0.0,1,0,0,0,1,0,0,0,1
2219072,1,0,0,1,1,0,1,1,1,5919.0,0.0,0,0,0,1,0,1,1,0,0
1089010,1,0,0,1,0,1,1,1,1,2399.0,0.0,0,0,0,1,1,0,0,1,0
2635854,1,0,0,0,0,1,1,0,1,7180.0,0.0,1,0,0,0,0,1,1,0,0
2094112,1,0,0,0,0,1,1,0,1,2797.0,0.0,0,1,0,0,1,0,1,0,0
994075,1,0,0,1,1,1,1,1,1,5353.0,0.0,0,0,0,1,1,0,1,0,0
561780,1,0,0,1,1,0,1,0,1,9006.0,0.0,0,0,0,1,1,0,0,0,1
1035764,1,0,0,1,1,1,1,0,1,10832.0,0.0,1,0,0,0,1,0,0,1,0
2867273,1,0,0,1,1,0,1,1,1,9371.0,0.0,1,0,0,0,1,0,0,1,0
920426,1,0,0,1,1,0,1,0,1,17041.0,0.0,0,0,0,1,1,0,0,1,0
1169697,1,0,0,1,1,0,0,0,0,0.0,0.0,0,0,0,1,1,0,0,1,0
2330942,1,1,0,0,1,0,1,0,1,3527.0,2146.0,0,1,0,0,1,0,1,0,0
356533,1,0,0,0,1,0,1,0,0,0.0,0.0,0,0,0,1,1,0,0,1,0
1404273,1,0,0,1,1,1,1,1,1,2797.0,0.0,0,0,0,1,0,1,1,0,0
2526968,0,0,0,0,0,1,0,0,1,4868.0,0.0,0,1,0,0,0,1,1,0,0
1788565,1,1,0,0,0,0,1,1,1,3162.0,1288.0,0,1,0,0,0,1,1,0,0
1343278,1,0,0,1,1,0,1,1,1,3248.0,0.0,0,0,0,1,1,0,1,0,0
2426111,1,0,0,1,1,1,0,1,1,4834.0,0.0,0,1,0,0,1,0,1,0,0
2240462,0,0,0,0,1,0,0,0,0,7910.0,0.0,1,0,0,0,1,0,0,1,0
2480991,0,1,21784730,0,0,0,0,0,1,10467.0,4781.0,1,0,0,0,0,1,0,1,0
2356511,0,0,0,0,0,0,0,0,1,4258.0,0.0,1,0,0,0,1,0,1,0,0
560285,1,1,0,0,0,0,1,0,1,28364.0,939.0,1,0,0,0,0,1,0,1,0
1194937,1,0,0,1,1,1,1,1,1,10102.0,0.0,0,0,0,1,1,0,0,1,0
